speech_id,url,title,author,date,year,word_count,jurisdiction,jurisdiction_category,country_method,institution_alias,inflation_mentioned,inflation_persistence,persistence_pattern,persistence_phrase,policy_clause_count,hawkishness_score,tone_mixedness,tone_signal_strength,tone_valid,tone_label
a4af55dbc0b93df9,https://www.bis.org/review/r140617d.htm,Barry Whiteside: Microfinance initiatives in Fiji,Barry Whiteside,2014-06-02 00:00:00,2014,877,Fiji,national,institution_alias,Reserve Bank of Fiji,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
0af8ac17abd7d2b8,https://www.bis.org/review/r140617e.htm,Luis M Linde: Monetary policy following the Great Recession,Luis M Linde,2014-06-13 00:00:00,2014,2067,Spain,national,institution_alias,Bank of Spain,True,False,,,32,0.43268102,0.86536204,0.46201636,True,dovish
55acda9a4468767e,https://www.bis.org/review/r140617f.pdf,R Gandhi: Role of Non-Banking Finance Companies (NBFCs) in financial sector - regulatory challenges,R Gandhi,2014-06-16 00:00:00,2014,4363,India,national,institution_alias,Reserve Bank of India,False,False,,,4,0.40765259,0.81530517,0.25475687,True,dovish
4a2e22d006b22cd5,https://www.bis.org/review/r140616b.pdf,R Gandhi: Indian banking sector - role in triggering future growth,R Gandhi,2014-06-14 00:00:00,2014,2938,India,national,institution_alias,Reserve Bank of India,False,False,,,5,0.37159839,0.74319677,0.56817370,True,dovish
3fec22dbb7b3deef,https://www.bis.org/review/r140616a.htm,François Groepe: Impact of the global financial crisis on South Africa,François Groepe,2014-06-06 00:00:00,2014,2296,South Africa,national,institution_alias,South African Reserve Bank,True,False,,,14,0.42293854,0.84587708,0.28424066,True,dovish
726c4adf97b47736,https://www.bis.org/review/r140616c.htm,Juyeol Lee: Bank of Korea's 64th anniversary,Juyeol Lee,2014-06-12 00:00:00,2014,1434,South Korea,national,institution_alias,Bank of Korea,True,False,,,9,0.36996431,0.73992863,0.43654754,True,dovish
4e7826e917bc6841,https://www.bis.org/review/r140613a.htm,Jens Weidmann: Dinner speech,Jens Weidmann,2014-06-12 00:00:00,2014,3018,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,16,0.44965071,0.89930143,0.52872860,True,dovish
ca401d03a0d5db6b,https://www.bis.org/review/r140613b.htm,Stephen S Poloz: Release of the Financial System Review,Stephen S Poloz,2014-06-12 00:00:00,2014,857,Canada,national,institution_alias,Bank of Canada,True,False,,,9,0.54168484,0.91663031,0.45531783,True,balanced
9ed77127f669e28a,https://www.bis.org/review/r140613c.htm,Mugur Isărescu: The regional finance and investment for South East Europe,Mugur Isărescu,2014-06-12 00:00:00,2014,1705,Romania,national,institution_alias,National Bank of Romania,True,False,,,8,0.35726964,0.71453929,0.49927345,True,dovish
c0ae7de355f0f613,https://www.bis.org/review/r140613d.htm,Mark Carney: Speech at the Mansion House Bankers and Merchants Dinner,Mark Carney,2014-06-12 00:00:00,2014,4261,United Kingdom,national,institution_alias,Bank of England,True,False,,,35,0.56833544,0.86332911,0.57389801,True,hawkish
b425ec8d4ac1d668,https://www.bis.org/review/r140612a.htm,Andreas Dombret: Financial regulation as a global challenge,Andreas Dombret,2014-06-11 00:00:00,2014,890,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,5,0.19893964,0.39787929,0.46017992,True,dovish
6edf0c31724fc0b9,https://www.bis.org/review/r140612b.htm,Prasarn Trairatvorakul: The ASEAN Economic Community's impact on the Greater Mekong Subregion's economies,Prasarn Trairatvorakul,2014-06-12 00:00:00,2014,1350,Thailand,national,institution_alias,Bank of Thailand,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
6a1ae296dee79c7f,https://www.bis.org/review/r140612c.htm,Ravi Menon: The Institute of Banking and Finance at forty,Ravi Menon,2014-06-10 00:00:00,2014,1171,Singapore,national,institution_alias,Monetary Authority of Singapore,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
e07ba23343b6c1f3,https://www.bis.org/review/r140612d.htm,Yves Mersch: Next steps for European securitisation markets,Yves Mersch,2014-06-11 00:00:00,2014,2622,European Union,supranational,institution_alias,European Central Bank,True,False,,,7,0.41026931,0.82053863,0.51981819,True,dovish
b6f5fd4337632b8c,https://www.bis.org/review/r140612e.htm,"George A Provopoulos: ""The Chronicle of the great crisis - The Bank of Greece 2008-2013""",George A Provopoulos,2014-06-11 00:00:00,2014,2619,Greece,national,institution_alias,Bank of Greece,False,False,,,4,0.55506675,0.88986651,0.46273586,True,hawkish
293e362fce87259f,https://www.bis.org/review/r140612f.htm,Jwala Rambarran: The changing face of supervision,Jwala Rambarran,2014-06-12 09:03:00,2014,2605,Trinidad and Tobago,national,institution_alias,Central Bank of Trinidad and Tobago,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
45ae4c426399cda4,https://www.bis.org/review/r140611a.htm,Tharman Shanmugaratnam: Institute of Banking and Finance (IBF) - celebrating 40 years of excellence,Tharman Shanmugaratnam,2014-06-10 00:00:00,2014,2737,Singapore,national,institution_alias,Monetary Authority of Singapore,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
c1b4cc207f8eccae,https://www.bis.org/review/r140611b.htm,Gill Marcus: A perspective on the global and domestic economic outlook and the challenges facing monetary policy in the current environment,Gill Marcus,2014-06-10 00:00:00,2014,4248,South Africa,national,institution_alias,South African Reserve Bank,True,True,second_round_or_deanchoring,second round effects,68,0.48090458,0.96180916,0.55603657,True,balanced
ca1e3efcd44de400,https://www.bis.org/review/r140610a.pdf,Haruhiko Kuroda: The practice and theory of unconventional monetary policy,Haruhiko Kuroda,2014-06-07 00:00:00,2014,2956,Japan,national,institution_alias,Bank of Japan,True,False,,,62,0.33770021,0.67540042,0.58803453,True,dovish
934a6441621c2992,https://www.bis.org/review/r140610b.htm,Glenn Stevens: Financial regulation - some observations,Glenn Stevens,2014-06-10 00:00:00,2014,4191,Australia,national,institution_alias,Reserve Bank of Australia,False,False,,,3,0.29600384,0.59200767,0.40183059,True,dovish
68b154789c370155,https://www.bis.org/review/r140610c.htm,Daniel K Tarullo: Corporate governance and prudential regulation,Daniel K Tarullo,2014-06-09 00:00:00,2014,5680,United States,national,institution_alias,Board of Governors of the Federal Reserve System,False,False,,,3,0.62585813,0.74828375,0.28985950,True,hawkish
dd75999dc8b56d23,https://www.bis.org/review/r140610d.htm,Karnit Flug: The formulation of monetary policy in uncertain conditions,Karnit Flug,2014-06-09 00:00:00,2014,1570,Israel,national,institution_alias,Bank of Israel,True,False,,,16,0.34253403,0.68506806,0.48146938,True,dovish
beca149394509458,https://www.bis.org/review/r140610e.htm,Ivan Iskrov: Central banks and the overhaul of banking regulation,Ivan Iskrov,2014-06-06 00:00:00,2014,1315,Bulgaria,national,institution_alias,Bulgarian National Bank,False,False,,,4,0.36054810,0.72109620,0.42007688,True,dovish
55ab18fd5ab29e7e,https://www.bis.org/review/r140610f.pdf,"Lesetja Kganyago: Policy choices in a low growth, high inflation environment",Lesetja Kganyago,2014-06-06 00:00:00,2014,2184,South Africa,national,institution_alias,South African Reserve Bank,True,False,,,56,0.58302586,0.83394829,0.58198236,True,hawkish
2cf904ef65082a16,https://www.bis.org/review/r140610g.htm,Njuguna Ndung'u: A successful regional integration in the East African community - the role of central banks,Njuguna Ndung'u,2014-06-07 00:00:00,2014,1122,Kenya,national,institution_alias,Central Bank of Kenya,True,False,,,2,0.39220364,0.78440729,0.53666437,True,dovish
479af273cd17f2a0,https://www.bis.org/review/r140610h.htm,R Gandhi: New-gen urban cooperative banks - some musings,R Gandhi,2014-06-08 00:00:00,2014,4706,India,national,institution_alias,Reserve Bank of India,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
ea47e210f0efc59d,https://www.bis.org/review/r140606a.htm,Pentti Hakkarainen: Banking supervision and central banking,Pentti Hakkarainen,2014-06-05 00:00:00,2014,1742,Finland,national,institution_alias,Bank of Finland,False,False,,,13,0.32710757,0.65421514,0.37405198,True,dovish
fe70b3a91d5d4951,https://www.bis.org/review/r140606b.htm,Yuba Raj Khatiwada: Overview of Nepal's recent macroeconomic performances,Yuba Raj Khatiwada,2014-05-23 00:00:00,2014,1487,Nepal,national,institution_alias,Central Bank of Nepal,True,False,,,6,0.32394281,0.64788563,0.60653064,True,dovish
7014ba1fb1310f7f,https://www.bis.org/review/r140606c.htm,Narayana Kocherlakota: Low real interest rates,Narayana Kocherlakota,2014-06-05 00:00:00,2014,3267,United States,national,institution_alias,Federal Reserve Bank,True,False,,,61,0.42307566,0.84615131,0.61701649,True,dovish
7ce48e1d51ebab88,https://www.bis.org/review/r140606d.htm,Jerome H Powell: A conversation on central banking issues,Jerome H Powell,2014-06-06 08:42:00,2014,1030,United States,national,institution_alias,Board of Governors of the Federal Reserve System,True,False,,,13,0.27715952,0.55431904,0.57537850,True,dovish
b796e63242f0340b,https://www.bis.org/review/r140606e.htm,Michael Gondwe: 50 years of central banking in Zambia - repositioning for the future,Michael Gondwe,2014-05-10 00:00:00,2014,1046,Zambia,national,institution_alias,Bank of Zambia,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
ba41d2e6c9069d1d,https://www.bis.org/review/r140605a.htm,Vítor Constâncio: Accounting and financial reporting by central banks,Vítor Constâncio,2014-06-03 00:00:00,2014,2102,European Union,supranational,institution_alias,European Central Bank,False,False,,,11,0.51736265,0.96527469,0.59390078,True,balanced
d3a3f453cdbfd2b1,https://www.bis.org/review/r140605b.htm,Ignazio Visco: Overview of economic and financial developments in Italy,Ignazio Visco,2014-05-30 00:00:00,2014,8610,Italy,national,institution_alias,Bank of Italy,True,False,,,35,0.37685649,0.75371298,0.54462772,True,dovish
fecffad5ce002bfe,https://www.bis.org/review/r140605c.htm,Fernando Restoy: Challenges for banking resolution,Fernando Restoy,2014-06-04 00:00:00,2014,2993,Spain,national,institution_alias,Bank of Spain,False,False,,,1,0.89519460,0.20961079,0.43440681,True,hawkish
c38aa2f6a7fb8c38,https://www.bis.org/review/r140605d.pdf,Takehiro Sato: Recent economic and financial developments and monetary policy,Takehiro Sato,2014-06-05 00:00:00,2014,7065,Japan,national,institution_alias,Bank of Japan,True,False,,,67,0.41315781,0.82631562,0.53820718,True,dovish
cb3aa055ed4edaac,https://www.bis.org/review/r140605e.htm,Mario Draghi: ECB press conference - introductory statement,Mario Draghi,2014-06-05 00:00:00,2014,2059,European Union,supranational,institution_alias,European Central Bank,True,False,,,24,0.32405769,0.64811538,0.63095087,True,dovish
24dea8925a306704,https://www.bis.org/review/r140604a.htm,Agus D W Martowardojo: Making headway towards sustainable growth - challenges in a volatile world,Agus D W Martowardojo,2014-04-14 00:00:00,2014,1937,Indonesia,national,institution_alias,Bank Indonesia,True,False,,,6,0.48056096,0.96112192,0.44458802,True,balanced
1e65986488ec0688,https://www.bis.org/review/r140604b.htm,Luis M Linde: The European and Spanish economic situation,Luis M Linde,2014-05-29 00:00:00,2014,1268,Spain,national,institution_alias,Bank of Spain,True,False,,,15,0.41212929,0.82425858,0.65429211,True,dovish
81b3e98497cc3251,https://www.bis.org/review/r140604c.htm,Luis M Linde: The internationalisation of the Spanish economy,Luis M Linde,2014-06-02 00:00:00,2014,3111,Spain,national,institution_alias,Bank of Spain,False,False,,,4,0.30923074,0.61846148,0.73033584,True,dovish
e42cf4859f4daaf0,https://www.bis.org/review/r140603a.htm,Charles I Plosser: Monetary rules - theory and practice,Charles I Plosser,2014-05-30 00:00:00,2014,2162,United States,national,institution_alias,Federal Reserve Bank,True,False,,,29,0.43264180,0.86528359,0.40398220,True,dovish
872972f142b56c87,https://www.bis.org/review/r140603b.htm,Ravi Menon: Islamic finance - continued growth,Ravi Menon,2014-06-03 00:00:00,2014,514,Singapore,national,institution_alias,Monetary Authority of Singapore,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
a5dd55aa89923206,https://www.bis.org/review/r140603c.htm,Muhammad bin Ibrahim: New and emerging Islamic finance jurisdictions - opportunities and challenges ahead,Muhammad bin Ibrahim,2014-05-22 00:00:00,2014,1752,Malaysia,national,institution_alias,Central Bank of Malaysia,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
6e0bd041fc657498,https://www.bis.org/review/r140603d.htm,Jwala Rambarran: Trinidad and Tobago's economy against the background of global economic developments,Jwala Rambarran,2014-05-27 00:00:00,2014,3446,Trinidad and Tobago,national,institution_alias,Central Bank of Trinidad and Tobago,True,False,,,35,0.33776820,0.67553640,0.53336050,True,dovish
6393ee967008bca3,https://www.bis.org/review/r140603e.pdf,Kikuo Iwata: Japan's growth potential and quantitative and qualitative monetary easing,Kikuo Iwata,2014-06-03 00:00:00,2014,1846,Japan,national,institution_alias,Bank of Japan,True,False,,,44,0.40374797,0.80749594,0.61604338,True,dovish
d104b703cac0a1c0,https://www.bis.org/review/r140603f.htm,Per Jansson: The Riksbank's monetary policy strategy - in tune or out of tune with the rest of the world?,Per Jansson,2014-06-02 00:00:00,2014,7013,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,100,0.56690739,0.86618522,0.43878954,True,hawkish
705564e46d878d9c,https://www.bis.org/review/r140602a.htm,Vítor Constâncio: Challenges for global economic growth,Vítor Constâncio,2014-05-30 00:00:00,2014,2399,European Union,supranational,institution_alias,European Central Bank,True,False,,,23,0.26363205,0.52726411,0.65128796,True,dovish
67fb2d3c10f32b20,https://www.bis.org/review/r140602b.htm,Jorgovanka Tabaković: Overview of developments in the Serbian economy,Jorgovanka Tabaković,2014-05-14 00:00:00,2014,643,Serbia,national,institution_alias,National Bank of Serbia,True,False,,,6,0.40988304,0.81976607,0.71770679,True,dovish
88bca410491a88f6,https://www.bis.org/review/r140602c.htm,"Yves Mersch: Law, money and market - the legal dimension of monetary policy",Yves Mersch,2014-05-31 00:00:00,2014,3807,European Union,supranational,institution_alias,European Central Bank,True,False,,,12,0.33313771,0.66627543,0.34697361,True,dovish
993001a46358479b,https://www.bis.org/review/r140602d.htm,Charles I Plosser: Influencing expectations in the conduct of monetary policy,Charles I Plosser,2014-05-28 00:00:00,2014,2090,United States,national,institution_alias,Federal Reserve Bank,True,False,,,46,0.36286020,0.72572041,0.37516176,True,dovish
33d9fc1fc9bbe632,https://www.bis.org/review/r140602e.htm,Ardian Fullani: Overview of Albania's latest monetary and economic developments and outlook,Ardian Fullani,2014-05-30 00:00:00,2014,1140,Albania,national,institution_alias,Bank of Albania,True,True,persistent_price_pressures,inflationary pressures remain,25,0.33025276,0.66050552,0.64420610,True,dovish
4485ffe96a9e62b4,https://www.bis.org/review/r140602f.pdf,Stefan Ingves: Monetary policy and financial stability in a globalised world,Stefan Ingves,2014-05-28 00:00:00,2014,10842,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,100,0.47865661,0.95731321,0.44620834,True,balanced
02ea944d2d8b789a,https://www.bis.org/review/r140602g.htm,R Gandhi: Growing NPAs in banks - efficacy of ratings accountability and transparency of credit rating agencies,R Gandhi,2014-05-31 00:00:00,2014,4198,India,national,institution_alias,Reserve Bank of India,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
6b4632ddfaf26e10,https://www.bis.org/review/r140530a.htm,Jens Weidmann: The macroeconomic importance of capital markets,Jens Weidmann,2014-05-22 00:00:00,2014,4330,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,16,0.37943770,0.75887540,0.62629506,True,dovish
5b779fa43862d443,https://www.bis.org/review/r140530b.htm,Andrew G Haldane: Unfair shares,Andrew G Haldane,2014-05-21 00:00:00,2014,3443,United Kingdom,national,institution_alias,Bank of England,False,False,,,15,0.38405701,0.76811402,0.57128129,True,dovish
426624e949739c88,https://www.bis.org/review/r140530d.pdf,"Sayuri Shirai: Japan's economic activity, prices, and monetary policy - relationships between the output gap, prices, and wages",Sayuri Shirai,2014-05-29 00:00:00,2014,8394,Japan,national,institution_alias,Bank of Japan,True,False,,,100,0.57296411,0.85407178,0.52851636,True,hawkish
74bdaae258f999a4,https://www.bis.org/review/r140530c.htm,"Amando M Tetangco, Jr: The Philippine economy - gearing up for the challenges ahead","Amando M Tetangco, Jr",2014-05-28 00:00:00,2014,3124,Philippines,national,institution_alias,Bangko Sentral ng Pilipinas,True,True,second_round_or_deanchoring,second-round effects,30,0.55816157,0.88367687,0.53321633,True,hawkish
9dd8a96eb75598d3,https://www.bis.org/review/r140528a.htm,Peter Praet: Monetary policy and balance sheet adjustment,Peter Praet,2014-05-27 00:00:00,2014,2955,European Union,supranational,institution_alias,European Central Bank,True,False,,,60,0.53641020,0.92717959,0.45914957,True,balanced
573335736a87941d,https://www.bis.org/review/r140528b.htm,Mark Carney: Inclusive capitalism - creating a sense of the systemic,Mark Carney,2014-05-27 00:00:00,2014,5177,United Kingdom,national,institution_alias,Bank of England,True,False,,,12,0.47522816,0.95045633,0.58951151,True,balanced
1b28ea38c7e9d817,https://www.bis.org/review/r140528d.htm,Seppo Honkapohja: Financial innovation and financial stability - comments,Seppo Honkapohja,2014-05-26 00:00:00,2014,2716,Finland,national,institution_alias,Bank of Finland,False,False,,,7,0.42574606,0.85149211,0.49461701,True,dovish
98d148256a7659a4,https://www.bis.org/review/r140528c.htm,Raghuram Rajan: Concerns about competitive monetary easing,Raghuram Rajan,2014-05-28 00:00:00,2014,2054,India,national,institution_alias,Reserve Bank of India,True,False,,,18,0.39790337,0.79580675,0.56615410,True,dovish
838860952f9d0970,https://www.bis.org/review/r140527a.pdf,Kikuo Iwata: Quantitative and qualitative monetary easing and Japan's recent economic and financial developments,Kikuo Iwata,2014-05-26 00:00:00,2014,4115,Japan,national,institution_alias,Bank of Japan,True,False,,,78,0.50593529,0.98812941,0.60931126,True,balanced
640274e1114a2990,https://www.bis.org/review/r140527b.htm,Ravi Menon: Getting in all the cracks or targeting the cracks? Securing financial stability in the post-crisis era,Ravi Menon,2014-05-24 00:00:00,2014,3927,Singapore,national,institution_alias,Monetary Authority of Singapore,True,False,,,70,0.49858485,0.99716970,0.39554540,True,balanced
2d9a8a0dfab235f2,https://www.bis.org/review/r140527c.htm,"Amando M Tetangco, Jr: Policy challenges amid an evolving investment environment","Amando M Tetangco, Jr",2014-05-19 00:00:00,2014,1718,Philippines,national,institution_alias,Bangko Sentral ng Pilipinas,True,False,,,8,0.50205925,0.99588151,0.57591012,True,balanced
ed9b091d62575b22,https://www.bis.org/review/r140527d.htm,Louis Kasekende: Strengthening economic links between China and Uganda,Louis Kasekende,2014-05-19 00:00:00,2014,872,Uganda,national,institution_alias,Bank of Uganda,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
70e3ab9d3710f888,https://www.bis.org/review/r140527e.htm,Mojmír Hampl: Theory lagging behind practice,Mojmír Hampl,2014-05-21 00:00:00,2014,1193,Czechia,national,institution_alias,Czech National Bank,True,False,,,16,0.51001916,0.97996167,0.34836178,True,balanced
2cd749df0d8aadf6,https://www.bis.org/review/r140526b.htm,Luis M Linde: The regulatory responses to the crisis,Luis M Linde,2014-05-22 00:00:00,2014,2017,Spain,national,institution_alias,Bank of Spain,False,False,,,3,0.73418953,0.53162093,0.53984432,True,hawkish
a6b274b153c40a9c,https://www.bis.org/review/r140526c.htm,Mario Draghi: Monetary policy in a prolonged period of low inflation,Mario Draghi,2014-05-26 00:00:00,2014,3387,European Union,supranational,institution_alias,European Central Bank,True,True,second_round_or_deanchoring,second-round effects,72,0.38308882,0.76617763,0.59659932,True,dovish
be5b43696ef68ac4,https://www.bis.org/review/r140526d.htm,Sabine Lautenschläger: Making the comprehensive assessment a success,Sabine Lautenschläger,2014-05-23 00:00:00,2014,3263,European Union,supranational,institution_alias,European Central Bank,False,False,,,1,0.57870537,0.84258926,0.54458209,True,hawkish
db78332eded8e24b,https://www.bis.org/review/r140526e.htm,Benoît Cœuré: Interview in Gazeta Wyborcza,Benoît Cœuré,2014-05-16 00:00:00,2014,995,European Union,supranational,institution_alias,European Central Bank,True,False,,,20,0.40717134,0.81434267,0.53219566,True,dovish
83ac71aa5061a16f,https://www.bis.org/review/r140526f.htm,R Gandhi: KYC - compliance vs convenience,R Gandhi,2014-05-23 00:00:00,2014,4492,India,national,institution_alias,Reserve Bank of India,False,False,,,5,0.32468995,0.64937990,0.35174591,True,dovish
4653da209a29329c,https://www.bis.org/review/r140526g.htm,"Luis M Linde: ""The Financial System ahead of the Banking Union""",Luis M Linde,2014-05-23 00:00:00,2014,634,Spain,national,institution_alias,Bank of Spain,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
9884d8421708a11d,https://www.bis.org/review/r140526a.htm,Yves Mersch: Finance in an environment of downsizing banks,Yves Mersch,2014-05-26 08:14:00,2014,4184,European Union,supranational,institution_alias,European Central Bank,False,False,,,2,0.32437191,0.64874382,0.31203729,True,dovish
17a82aa0194b2897,https://www.bis.org/review/r140523a.htm,Norman T L Chan: Brief remarks on the development of the RMB market,Norman T L Chan,2014-05-22 00:00:00,2014,1095,Hong Kong SAR,territory,institution_alias,Hong Kong Monetary Authority,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
903d57f29c9a11ca,https://www.bis.org/review/r140522a.htm,Janet L Yellen: Commencement remarks,Janet L Yellen,2014-05-21 00:00:00,2014,980,United States,national,institution_alias,Board of Governors of the Federal Reserve System,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
0671e90d4e6a2ec0,https://www.bis.org/review/r140522b.htm,William C Dudley: What kind of jobs have been created during the recovery?,William C Dudley,2014-05-21 00:00:00,2014,1140,United States,national,institution_alias,Federal Reserve Bank,False,False,,,3,0.48867775,0.97735550,0.56150202,True,balanced
4bfd900234a57cf7,https://www.bis.org/review/r140522c.pdf,Narayana Kocherlakota: Monetary Policy Report to the Economic Club of Minnesota,Narayana Kocherlakota,2014-05-21 00:00:00,2014,3202,United States,national,institution_alias,Federal Reserve Bank,True,False,,,69,0.52445498,0.95109004,0.58892574,True,balanced
e4ce27617bbe460c,https://www.bis.org/review/r140522d.htm,Pongpen Ruengvirayudh: The current economic situation and recent monetary policy developments,Pongpen Ruengvirayudh,2014-05-21 00:00:00,2014,1083,Thailand,national,institution_alias,Bank of Thailand,True,False,,,14,0.22261498,0.44522996,0.56658112,True,dovish
f3fd4f91b4d98d24,https://www.bis.org/review/r140522e1.htm,Zeti Akhtar Aziz: Towards realising the Asian century,Zeti Akhtar Aziz,2014-05-21 00:00:00,2014,2800,Malaysia,national,institution_alias,Central Bank of Malaysia,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
f2e86be53b80cefd,https://www.bis.org/review/r140521a.htm,William C Dudley: The economic outlook and implications for monetary policy,William C Dudley,2014-05-20 00:00:00,2014,4650,United States,national,institution_alias,Federal Reserve Bank,True,False,,,63,0.47356881,0.94713761,0.55100449,True,balanced
92ac04fd202840aa,https://www.bis.org/review/r140521b.htm,"Jens Weidmann: Independent, stability-oriented central banks are the main anchor of confidence",Jens Weidmann,2014-05-19 00:00:00,2014,2502,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,23,0.41265181,0.82530362,0.50821779,True,dovish
fae8cf305939fb1c,https://www.bis.org/review/r140521c.htm,Raghuram Rajan: Competition in the banking sector - opportunities and challenges,Raghuram Rajan,2014-05-20 00:00:00,2014,2627,India,national,institution_alias,Reserve Bank of India,False,False,,,1,0.03983323,0.07966646,0.78901476,True,dovish
e1768f5766044c75,https://www.bis.org/review/r140521d.pdf,Deepali Pant Joshi: Banks must build a structure to provide superior and efficient customer service,Deepali Pant Joshi,2014-05-20 00:00:00,2014,1923,India,national,institution_alias,Reserve Bank of India,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
28832c05e35ee12a,https://www.bis.org/review/r140521e.htm,Charles I Plosser: The economic outlook and housing,Charles I Plosser,2014-05-20 00:00:00,2014,3148,United States,national,institution_alias,Federal Reserve Bank,True,False,,,34,0.39848044,0.79696087,0.58870221,True,dovish
f8f1f62cf9fcddcb,https://www.bis.org/review/r140521f.htm,Njuguna Ndung'u: Enhancing the cross border payments system across the East African Community,Njuguna Ndung'u,2014-05-16 00:00:00,2014,681,Kenya,national,institution_alias,Central Bank of Kenya,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
e52300d5df025d0b,https://www.bis.org/review/r140521g.htm,"Ajith Nivard Cabraal: Practical, not conventional, wisdom has driven Sri Lanka's rebuilding and reconciliation",Ajith Nivard Cabraal,2014-04-03 00:00:00,2014,1504,Sri Lanka,national,institution_alias,Central Bank of Sri Lanka,True,False,,,13,0.43698206,0.87396413,0.67791579,True,dovish
af0abef73dd05116,https://www.bis.org/review/r140521h.htm,"Luis M Linde: ""The New Hegemon or Last Country Still Standing""",Luis M Linde,2014-05-21 07:44:00,2014,869,Spain,national,institution_alias,Bank of Spain,False,False,,,1,0.05984373,0.11968745,0.62980761,True,dovish
c569b130268b9933,https://www.bis.org/review/r140521i.pdf,Charles Bean: The future of monetary policy,Charles Bean,2014-05-20 00:00:00,2014,5465,United Kingdom,national,institution_alias,Bank of England,True,False,,,100,0.43938463,0.87876926,0.50744347,True,dovish
9fbe2f7d2a9316d6,https://www.bis.org/review/r140521j.htm,Mugur Isărescu: The macroeconomic perspective in Romania,Mugur Isărescu,2014-05-20 00:00:00,2014,1010,Romania,national,institution_alias,National Bank of Romania,True,False,,,4,0.36890831,0.73781661,0.48116734,True,dovish
5de8b108fe38c36c,https://www.bis.org/review/r140520b.htm,Marzunisham Omar: Risk and opportunity - managing risk for development,Marzunisham Omar,2014-04-29 00:00:00,2014,863,Malaysia,national,institution_alias,Central Bank of Malaysia,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
c6eb8aaa9e955920,https://www.bis.org/review/r140520c.pdf,Agus D W Martowardojo: Maintaining balance for sustainable growth,Agus D W Martowardojo,2014-03-13 00:00:00,2014,2473,Indonesia,national,institution_alias,Bank Indonesia,True,False,,,14,0.52185225,0.95629549,0.42060277,True,balanced
b6d8a4847b9a5d5c,https://www.bis.org/review/r140520e.pdf,Guy Debelle: Capital flows and the Australian dollar,Guy Debelle,2014-05-20 00:00:00,2014,3300,Australia,national,institution_alias,Reserve Bank of Australia,False,False,,,3,0.23193821,0.46387642,0.81412225,True,dovish
0939675525e5d5c4,https://www.bis.org/review/r140520d.htm,Thomas Jordan: Swiss banking centre - a great past and a successful future?,Thomas Jordan,2014-05-20 00:00:00,2014,4001,Switzerland,national,institution_alias,Swiss National Bank,True,False,,,3,0.68809622,0.62380757,0.69466873,True,hawkish
7796783eff0d3ba7,https://www.bis.org/review/r140520f.htm,"Njuguna Ndung'u: East Africa - focus on risk, corporate governance, anti-money laundering and other challenges",Njuguna Ndung'u,2014-05-13 00:00:00,2014,763,Kenya,national,institution_alias,Central Bank of Kenya,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
383fab73d1f79834,https://www.bis.org/review/r140520g.htm,Njuguna Ndung'u: Financial market and payment system developments in East Africa,Njuguna Ndung'u,2014-05-16 00:00:00,2014,838,Kenya,national,institution_alias,Central Bank of Kenya,True,False,,,4,0.42443754,0.84887509,0.43067664,True,dovish
8bc91b34a64d99ae,https://www.bis.org/review/r140520a.htm,Muhammad bin Ibrahim: Scaling up excellence - creating opportunities while mitigating risks,Muhammad bin Ibrahim,2014-05-19 00:00:00,2014,1991,Malaysia,national,institution_alias,Central Bank of Malaysia,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
5e3289d6e73cd0e1,https://www.bis.org/review/r140519a.htm,"Choongsoo Kim: A ""World leading, global BOK""",Choongsoo Kim,2014-03-31 00:00:00,2014,14275,South Korea,national,institution_alias,Bank of Korea,True,False,,,97,0.45892951,0.91785902,0.41121471,True,balanced
